=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-7-8_22-45-2
====================================================================================
22:45:2 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7125.257324, 379.582550, 8829.201172>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7125.957520, 379.609924, 8830.295898>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7126.657227, 379.637329, 8831.391602>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7127.287598, 379.661987, 8832.378906>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7127.717773, 379.678925, 8833.058594>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7128.014648, 379.690796, 8833.536133>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7128.283203, 379.701477, 8833.965820>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7128.564453, 379.712677, 8834.417969>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7128.584473, 379.713837, 8834.471680>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7128.605469, 379.715057, 8834.527344>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7128.626465, 379.716278, 8834.582031>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7128.880371, 379.726563, 8835.000977>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7129.614746, 379.754120, 8836.171875>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7130.351563, 379.781464, 8837.346680>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7131.094727, 379.806854, 8838.535156>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7131.536133, 379.822388, 8839.272461>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7132.088867, 379.841827, 8840.197266>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7132.532227, 379.857391, 8840.938477>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7132.970703, 379.872406, 8841.681641>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7133.132813, 379.878510, 8841.995117>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7133.280273, 379.884064, 8842.279297>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7133.429688, 379.889587, 8842.568359>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7134.004883, 379.907867, 8843.535156>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7134.742188, 379.931000, 8844.751953>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7135.562988, 379.956726, 8846.106445>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7136.225098, 379.976227, 8847.202148>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7136.797852, 379.992676, 8848.191406>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7137.368652, 380.009125, 8849.179688>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7137.883789, 380.023651, 8850.070313>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7138.160645, 380.029724, 8850.556641>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7138.189941, 380.030426, 8850.615234>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7138.226563, 380.031342, 8850.690430>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7138.260254, 380.032166, 8850.758789>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7139.378906, 380.056519, 8852.685547>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7140.462891, 380.079529, 8854.551758>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7141.549805, 380.101715, 8856.424805>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7142.418457, 380.117828, 8857.928711>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7142.833008, 380.123505, 8858.660156>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7143.292969, 380.129822, 8859.471680>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7143.753418, 380.136139, 8860.285156>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7144.367676, 380.144562, 8861.361328>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7145.090332, 380.154449, 8862.625977>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7145.668457, 380.162354, 8863.639648>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7146.337891, 380.171478, 8864.810547>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7147.225098, 380.178528, 8866.352539>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7148.031738, 380.182831, 8867.756836>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7148.748535, 380.186676, 8869.002930>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7149.212402, 380.189148, 8869.815430>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7149.233887, 380.189270, 8869.863281>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7149.255859, 380.189392, 8869.912109>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7149.277832, 380.189484, 8869.961914>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7149.281738, 380.189514, 8869.978516>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7149.282715, 380.189484, 8869.989258>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7149.283203, 380.189514, 8870.000000>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7149.332031, 380.189789, 8870.094727>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7150.852051, 380.196747, 8872.786133>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7152.408691, 380.194000, 8875.546875>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7153.966797, 380.191254, 8878.311523>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7155.099609, 380.187714, 8880.333984>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7155.265625, 380.185852, 8880.656250>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7155.452148, 380.183655, 8881.019531>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7155.661133, 380.181213, 8881.424805>)
23:4:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7155.716309, 380.180328, 8881.564453>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7155.725098, 380.179840, 8881.630859>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7155.733398, 380.179352, 8881.697266>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7156.151367, 380.174683, 8882.483398>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7157.961914, 380.154266, 8885.747070>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7159.641113, 380.123566, 8888.779297>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7161.381836, 380.077637, 8891.931641>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7162.168945, 380.054321, 8893.450195>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7162.365234, 380.047485, 8893.897461>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7162.560547, 380.040588, 8894.346680>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7162.783691, 380.032440, 8894.861328>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7163.477539, 380.001343, 8896.265625>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7164.274902, 379.964691, 8897.881836>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7165.072754, 379.927856, 8899.506836>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7166.079102, 379.879303, 8901.497070>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7167.590820, 379.796356, 8904.436523>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7168.979004, 379.715149, 8907.144531>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7170.538574, 379.620514, 8910.196289>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7171.281250, 379.553680, 8911.908203>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7171.946289, 379.493378, 8913.451172>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7172.683105, 379.426697, 8915.169922>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7173.708984, 379.344727, 8917.371094>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7175.455078, 379.174957, 8920.980469>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7177.174805, 379.010986, 8924.545898>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7178.955566, 378.795990, 8928.283203>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7178.951172, 378.790253, 8928.381836>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7178.946777, 378.785309, 8928.468750>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7178.942871, 378.780212, 8928.557617>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7179.841797, 378.656311, 8930.680664>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7181.651855, 378.393250, 8934.870117>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7183.439941, 378.114838, 8939.027344>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7186.196289, 377.638611, 8945.348633>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7189.435059, 377.054291, 8952.718750>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7193.207031, 376.344025, 8961.402344>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7195.715332, 375.873993, 8967.246094>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7195.861816, 375.813080, 8968.011719>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7195.988281, 375.759521, 8968.686523>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7196.153320, 375.691040, 8969.544922>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7197.088867, 375.492188, 8972.133789>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7201.800293, 374.421509, 8983.791016>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7202.894043, 374.382935, 8986.523438>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7204.026367, 374.346100, 8989.248047>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7204.566895, 374.324066, 8990.697266>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7205.122559, 374.302673, 8992.143555>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7205.600098, 374.284637, 8993.339844>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7206.225586, 374.261200, 8994.927734>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7206.963379, 374.232758, 8996.879883>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7207.622559, 374.208008, 8998.605469>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7208.601074, 374.130554, 9001.145508>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7208.969727, 374.078796, 9002.159180>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7208.943848, 374.076050, 9002.183594>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7208.916016, 374.072632, 9002.216797>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7208.888184, 374.069458, 9002.246094>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7210.806641, 373.775696, 9007.427734>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7212.471680, 373.669708, 9011.876953>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7214.081055, 373.583069, 9016.167969>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7214.959961, 373.539917, 9018.553711>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7214.916504, 373.538910, 9018.527344>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7214.872070, 373.538055, 9018.500000>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7214.833496, 373.537170, 9018.477539>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7214.813477, 373.532837, 9018.583008>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7213.521484, 373.992523, 9015.036133>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7213.307129, 374.067047, 9014.591797>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7213.293457, 374.199890, 9014.574219>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7213.459961, 374.694122, 9014.559570>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7218.432129, 373.333008, 9028.937500>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7219.885742, 373.276367, 9032.840820>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7219.781250, 373.272003, 9032.810547>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7219.695313, 373.268677, 9032.785156>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7219.617676, 373.266357, 9032.755859>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7219.732422, 373.256531, 9033.359375>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7220.117188, 373.237946, 9034.902344>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7220.475586, 373.218140, 9036.445313>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7220.778809, 373.197601, 9037.847656>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7221.531250, 373.184723, 9040.052734>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7222.319824, 373.185699, 9042.213867>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7223.164551, 373.184082, 9044.429688>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7223.551270, 373.185242, 9045.855469>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7223.662109, 373.176514, 9046.785156>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7223.773926, 373.167847, 9047.717773>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7223.874512, 373.160278, 9048.543945>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7224.471680, 373.160461, 9050.719727>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7225.093262, 373.179718, 9052.892578>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7225.678711, 373.184387, 9054.943359>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7225.979492, 373.183533, 9056.198242>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7225.856934, 373.174500, 9056.269531>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7225.755859, 373.167175, 9056.326172>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7225.668945, 373.157990, 9056.553711>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7225.748047, 373.152710, 9057.815430>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7225.823730, 373.149994, 9059.055664>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7225.902344, 373.144867, 9060.313477>)
23:4:14 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7226.289551, 373.141357, 9062.490234>)
